Normalized microRNA counts            		Counts for each miRNA were tabulated and adjusted to counts per million miRNAs passing the mismatch filter.																																				
																																						
"Abbreviations: HC, healthy controls; GBM, glioblastoma; GII-III, glioma grade II-III"																																						
miRNA	HC1	HC2	HC3	HC4	HC5	HC6	HC7	HC8	HC9	HC10	HC11	HC12	HC13	HC14	HC15	HC16	GBM1	GBM2	GBM3	GBM4	GBM5	GBM6	GBM7	GBM8	GBM9	GBM10	GBM11	GBM12	GII-III.1	GII-III.2	GII-III.3	GII-III.4	GII-III.5	GII-III.6	GII-III.7	GII-III.8	GII-III.9	GII-III.10
hsa-miR-4685-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4686	0	0	0	0	0	3.1	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-4687-3p	0	4.1	0	0	0	0	1.4	6.2	4.5	0	0.3	0.7	0.8	0.8	0.7	1.8	0	0	0.9	0	0	0	1.8	0	0	13.8	0	0	0	0	0	0	4.3	0	0	3.8	2.4	3.2
hsa-miR-4687-5p	0	0	0	0.9	0	0	0	0	0	0	0.1	0	0.6	0	0	0	0	0	0.9	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8
hsa-miR-4688	2.4	0	2.8	1.8	1.2	1.9	0	1	0	2.8	0.8	2.2	4.3	0	0.2	0.3	1.1	0	0.9	0.8	2.4	0	2.4	0	3.3	0	0	0	0	0	0.4	0	0	1.5	1.2	0	4.7	1.6
hsa-miR-4689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0
hsa-miR-4690-3p	4.8	0	1.7	0	0.6	0	2.8	0	0	0	1	1.4	0	0.8	0	0	0	0	0.9	2.3	4.7	0	0	0	2.7	0	0.8	0	0	0	0.4	0	4.3	2	1.8	0	0	0.8
hsa-miR-4690-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	1.9	0	0	0	0	0	0	0	0.8	0	0	0	0.8	0	0	1	3.5	0	0	0
hsa-miR-4691-3p	0	0	0	0.4	0	0.4	0.7	0	0	0	0	0	0.6	0	0.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4
hsa-miR-4691-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4693-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4694-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4695-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4695-5p	0	0	0	0	0	0	0	0	0	0	0.3	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4697-3p	0	0	0	0	0	0	0	0	0	0	0.1	0	0.6	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0
hsa-miR-4697-5p	0	0	0	0	0.6	0	0	0	0	0	0.1	0	0	0.8	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	2.4	3.8	0	0
hsa-miR-4699-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4700-3p	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4700-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6
hsa-miR-4701-3p	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4.7	0
hsa-miR-4701-5p	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0.8	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0
hsa-miR-4703-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4704-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4705	0	0	0	0.4	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4706	0	0	0	0	0	0	2.1	1	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	4.3	0	0	0	3.6	0
hsa-miR-4707-3p	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4707-5p	0	0	1.1	0	0.9	1.2	13.3	3.1	10.6	0	0	0	0.6	0	0	0.3	0.5	0	0	0	0	0	0	0	1.3	0	0	0	0	0	0	8.5	0	0	2.4	0	4.7	0
hsa-miR-4708-3p	2.4	0	0	2.2	0	0.8	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.8	0	0	0	7.1	0	0	0	0	0	0	0
hsa-miR-4708-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4709-3p	2.4	0	0.6	0	0	0	0.7	0	0	0	0	0	0.6	0	0	1	1.1	0	0.9	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0	2.5	0	0	0	0
hsa-miR-4709-5p	0	0	0.6	1.8	3	1.2	0	0	0	0	0.4	0	1.2	0	0	1.6	0.5	0	1.9	0.4	0	0	0.6	0	0	0	0	0	1.6	0	0.4	0	0	1	0	0	0	2.4
hsa-miR-4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0
hsa-miR-4712-3p	0	0	0	0.4	0	0.8	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4712-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4714-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4714-5p	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.8	0	0	0	0	0	0	0	2.4
hsa-miR-4715-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4715-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4716-3p	0	0	0	0	0	0	0	1	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4717-3p	0	0	0	0.4	0	0.8	0	5.2	0	2.8	0.3	0	0.8	0	0.2	1	0	0	0	1.2	0	0	0	0	0	0	0.8	0	0	0	0.4	0	0	0	3.5	0	0	0
hsa-miR-4718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4720-5p	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4722-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4722-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.2	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0
hsa-miR-4723-3p	2.4	0	0	0	0	0	0	0	0	0	0.5	0	0	0.8	0.2	1.3	0.5	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4723-5p	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
hsa-miR-4724-5p	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0
hsa-miR-4725-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4725-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4726-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4726-5p	0	0	1.1	0	0	0	0	2.1	0	0	0.6	1.4	0	0	0.2	0	1.1	0	0	0.4	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4727-3p	0	0	0.6	0.4	0	0	0	0	0	0	0	3.6	0.6	0	0.7	0.8	0	0	0	0.4	0	0	0.6	0	0	0	2.4	0	0	0	0	0	0	0	0	0	3.6	1.6
hsa-miR-4727-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4728-3p	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0.4	0	0	0	0	0	0	0
hsa-miR-4729	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8
hsa-miR-4730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4731-5p	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0.7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-4732-3p	7.3	8.3	5	6.7	6.9	5.1	21	15.5	6	0	5.1	2.2	4.1	6.4	1.7	4.3	1.1	5.8	4.6	4.7	28.4	0	11.9	4.2	19.3	83	24.2	36.5	1.6	0	7.1	17.1	17.1	1	12.3	9.5	33.2	33.3
hsa-miR-4732-5p	9.7	0	7.7	5.4	6.6	13.6	72.9	39.3	61.9	19.6	6.7	10.9	13.3	5.6	3	15.3	2.2	46.8	6.5	46.9	42.5	134.7	61.3	191.4	128.6	179.9	21	69.9	20.6	76.3	7.1	34.1	34.2	8	9.4	20.9	222.8	101.4
hsa-miR-4733-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4734	0	0	1.7	0	3.3	2.3	0	0	0	0	0.1	0	2.1	0.8	1.1	0.8	1.1	0	0.9	0.4	2.4	0	1.2	0	0	0	1.6	0	3.2	0	2.6	0	0	0.5	0.6	17.1	3.6	0
hsa-miR-4735-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4738-3p	0	4.1	4.4	2.2	7.5	0.4	2.1	5.2	0	5.6	1.8	3.6	3.9	2.4	2	4.8	2.7	1.5	8.3	3.9	16.5	0	10.7	4.2	10	0	5.6	3	4.8	10.9	1.9	8.5	12.8	1.5	2.9	5.7	15.4	8.1
hsa-miR-4740-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4741	0	0	1.1	0	2.1	0.8	0.7	0	0	0	0.5	0	0.8	0	0.7	0	0	0	0	0.8	0	0	0.6	0	0	27.7	0.8	0	0	0	0	0	0	0	0	0	1.2	1.6
hsa-miR-4742-3p	2.4	0	3.3	6.3	3.6	7	4.2	1	6	0	7.9	5.8	1.8	2.4	2.8	1.1	1.1	0	1.9	5.5	2.4	0	4.2	0	0	0	0	0	4.8	0	3	0	4.3	2	0	0	5.9	12.2
hsa-miR-4742-5p	7.3	8.3	8.8	4.5	3	0.4	11.2	7.2	3	2.8	2.2	2.2	3.9	0	3	11.2	8.2	7.3	3.7	4.7	0	0	6	0	6.7	0	6.5	0	4.8	0	4.5	0	0	8	4.7	0	9.5	8.1
hsa-miR-4743-3p	0	0	0	0	0	0	0	0	0	0	0.5	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4743-5p	0	4.1	1.7	1.3	1.2	0	2.8	4.1	1.5	2.8	1.4	1.4	2.7	1.6	0.4	1.1	0.5	0	1.9	0.4	0	0	0.6	0	1.3	0	2.4	6.1	0	0	1.5	0	8.5	2.5	2.4	15.2	3.6	0.8
hsa-miR-4744	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	2.8	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4745-3p	2.4	0	0	0	0	0	0.7	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4745-5p	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.7	1.1	0	0	0	1.2	0	0	0	0	2	27.7	0	0	0	0	0	0	0	1	0	5.7	0	1.6
hsa-miR-4746-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4746-5p	16.9	8.3	7.7	10.3	6.6	1.9	15.4	2.1	4.5	0	4.7	13	12.3	5.6	5.2	14.1	5.5	14.6	9.3	10.2	4.7	33.7	16.1	0	2.7	0	19.4	9.1	3.2	32.7	7.1	0	17.1	4.5	12.3	5.7	9.5	7.3
hsa-miR-4747-3p	0	0	0.6	0	0	0	0.7	1	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	1.2	0	0	0	0	0	0	0	0	0	0	1	0	5.7	3.6	0.8
hsa-miR-4747-5p	0	4.1	0	1.3	0	3.5	4.2	7.2	16.6	0	0.1	0	2.1	0	0	0.8	0	0	0.9	0	0	0	0.6	0	0	0	0	9.1	0	0	0	0	4.3	0	0	0	26.1	6.5
hsa-miR-4748	0	0	1.1	1.3	0	0	0.7	0	0	0	0.4	2.2	2.3	1.6	0.2	1.1	0	0	0	0	0	0	0.6	0	0	13.8	0	0	0	0	0	0	0	0	0	9.5	2.4	0
hsa-miR-4749-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4749-5p	0	0	0	0	0	0	0	3.1	3	0	0.3	0	0.6	0	0.2	1.1	0	0	0	0.4	0	0	1.8	0	0	0	0	0	1.6	0	0	0	0	1	0	0	0	0
hsa-miR-4750-3p	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4750-5p	0	0	2.8	7.2	7.5	0.8	12.6	17.6	10.6	5.6	1.8	5.1	9.8	3.2	3.3	5	2.2	1.5	0.9	2	4.7	0	2.4	4.2	8	0	15.3	0	0	21.8	5.6	0	25.6	3	9.4	3.8	35.6	11.4
hsa-miR-4751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4753-3p	0	0	0.6	0	0.3	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4753-5p	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0.2	0.6	0	2.9	0	1.6	0	0	3	0	0	0	0	0	0	0	0	0	4.3	0	0	0	0	0
hsa-miR-4754	0	0	0.6	0.9	0.6	0	2.1	6.2	9.1	0	0.3	0	0.4	1.6	0	0	0	0	0	0.4	0	0	0	0	4	0	4	0	0	0	1.5	0	4.3	0	2.4	0	0	1.6
hsa-miR-4755-3p	4.8	0	0	0	1.2	0	0	0	0	0	0.3	0	0.4	0	0	0	0	2.9	0.9	3.1	0	0	0.6	0	0	0	0.8	0	0	0	0.8	0	0	0.5	0	0	0	0
hsa-miR-4755-5p	0	0	1.1	2.2	2.7	3.5	2.8	0	0	2.8	1.5	1.4	0	0.8	2	1	2.2	5.8	2.8	1.6	4.7	0	2.4	0	0	0	0.8	3	0	0	1.1	0	0	0.5	2.4	1.9	2.4	0.8
hsa-miR-4757-3p	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4757-5p	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4758-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4758-5p	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0
hsa-miR-4761-3p	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4761-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4762-3p	0	0	0	0	0.3	0	0	0	0	0	0.1	0	0.4	0	0.4	0	1.1	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	1	0	0	0	0
hsa-miR-4762-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4763-3p	0	4.1	0	0	0	1.2	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4763-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4764-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4765	2.4	0	0	0.9	0	1.6	0	0	0	0	0.8	0	1	1.6	1.5	0.3	1.6	0	0.9	1.2	0	0	0	0	0	0	0	0	0	0	1.1	0	0	2	0	0	2.4	0
hsa-miR-4766-3p	0	0	0.6	0	0	0.4	0	0	3	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4766-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0
hsa-miR-4767	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.8	0	0	0	0	0	0	0
hsa-miR-4769-3p	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4769-5p	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4771	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4772-3p	4.8	0	2.2	1.8	0	3.5	4.9	1	0	0	1.9	1.4	0.2	0.8	4.3	2.4	0.5	2.9	1.9	18.8	7.1	0	4.2	4.2	10	13.8	9.7	6.1	11.1	0	2.3	0	4.3	3.5	5.3	1.9	4.7	0
hsa-miR-4772-5p	0	0	0.6	0.9	0	3.1	5.6	1	0	0	2.2	0	0	0.8	1.5	0.5	0	1.5	0	3.1	4.7	0	0	0	0	0	4.8	0	0	0	0	8.5	0	0	0	0	0	0
hsa-miR-4773	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	2	0	0	0	0	0	0	1.6	0	3.2	0	0.4	0	0	0.5	0	0	0	0
hsa-miR-4774-5p	0	0	0	0	0	0	0	0	0	0	0.1	0	0.2	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4775	0	0	0	1.8	0	1.9	0	6.2	1.5	2.8	2.3	0	1.4	0	1.3	1.9	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	1.2	0	0	0
hsa-miR-4776-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4777-3p	0	4.1	0	0.9	0	0.4	0	0	0	0	0.4	2.9	0.4	0	1.5	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0
hsa-miR-4779	0	0	0	0	0.6	0	0	0	0	0	0.1	0	0	0	0	0	0	2.9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4781-3p	0	8.3	0.6	0.4	0	0	1.4	0	0	0	0.4	0	0.4	0	0.4	0.6	0	0	2.8	2.3	0	0	0	0	2	0	2.4	9.1	0	0	2.6	0	0	0	2.4	0	0	2.4
hsa-miR-4781-5p	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	4.3	0	0	0	0	0
hsa-miR-4782-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4782-5p	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4783-3p	0	0	0	0	0	0	0	0	0	0	0.3	0	0.4	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4784	0	0	0.6	0	0	0	0	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0.8
hsa-miR-4786-5p	0	0	0	0	0	0	0	0	0	0	0.1	0	1.6	0	0.7	0.3	0.5	0	0	0.4	0	0	3	0	0	0	0	6.1	0	0	0.4	0	0	0	0	0	1.2	0
hsa-miR-4787-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	2.4	0
hsa-miR-4787-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0
hsa-miR-4789-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4793-3p	0	0	1.1	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4794	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6
hsa-miR-4795-3p	0	0	0	0.4	0	1.2	0	0	0	0	0.1	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4795-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4796-3p	0	0	0.6	0	0	0.4	0	0	0	0	0.1	0	0	0	0.7	1.4	0	0	1.9	0.4	4.7	0	0	0	0	0	0	0	1.6	0	0	0	0	2	0	0	1.2	0
hsa-miR-4796-5p	0	0	0.6	1.3	0	0	0	0	0	0	0.4	0	0	0	0.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
